,Open_time,Open,High,Low,Close,Volume,Close_time
50,1623220200000,353.58,356.0,351.16,355.91,49837.9864,1623221099999
51,1623221100000,355.91,359.0,354.54,358.22,70964.4047,1623221999999
52,1623222000000,358.22,361.88,355.88,359.09,75483.9696,1623222899999
53,1623222900000,358.98,360.38,356.17,356.48,54988.7433,1623223799999
54,1623223800000,356.48,358.44,355.79,357.69,33148.0499,1623224699999
55,1623224700000,357.68,357.82,352.63,353.05,40552.1553,1623225599999
56,1623225600000,353.06,354.53,348.56,353.78,72559.9542,1623226499999
57,1623226500000,353.78,353.96,350.0,350.52,31783.0963,1623227399999
58,1623227400000,350.51,352.45,347.8,350.1,33887.9446,1623228299999
59,1623228300000,350.04,351.75,348.09,350.37,28107.9062,1623229199999
60,1623229200000,350.39,352.52,349.15,351.52,29155.7789,1623230099999
61,1623230100000,351.46,356.01,350.64,352.79,46254.278,1623230999999
62,1623231000000,352.79,353.8,350.41,352.55,28503.077,1623231899999
63,1623231900000,352.53,352.6,348.36,348.78,31973.4753,1623232799999
64,1623232800000,348.77,350.49,347.56,349.56,25160.7048,1623233699999
65,1623233700000,349.56,353.7,348.8,352.68,30097.6962,1623234599999
66,1623234600000,352.65,355.98,351.8,354.63,32442.1597,1623235499999
67,1623235500000,354.75,355.2,352.02,353.51,21170.4757,1623236399999
68,1623236400000,353.52,355.36,351.31,354.3,25639.2566,1623237299999
69,1623237300000,354.29,357.6,353.61,355.24,41783.2224,1623238199999
70,1623238200000,355.26,356.85,353.37,356.33,27021.0383,1623239099999
71,1623239100000,356.39,360.38,356.23,358.87,64976.1619,1623239999999
72,1623240000000,358.86,363.76,358.86,362.87,72075.2328,1623240899999
73,1623240900000,362.89,363.55,359.06,359.42,43765.752,1623241799999
74,1623241800000,359.41,360.69,356.22,358.6,41692.824,1623242699999
75,1623242700000,358.6,358.8,355.0,356.45,39825.5383,1623243599999
76,1623243600000,356.47,358.16,354.97,357.61,33893.9876,1623244499999
77,1623244500000,357.64,358.49,355.26,355.74,32621.9738,1623245399999
78,1623245400000,355.71,357.2,353.06,354.12,26720.4243,1623246299999
79,1623246300000,354.19,356.37,353.55,356.35,22033.0915,1623247199999
80,1623247200000,356.35,361.0,355.78,359.16,45055.6219,1623248099999
81,1623248100000,359.23,359.26,355.51,356.33,34188.515,1623248999999
82,1623249000000,356.33,359.5,356.28,358.43,19851.4427,1623249899999
83,1623249900000,358.43,359.4,350.72,351.52,53975.6047,1623250799999
84,1623250800000,351.52,360.5,350.69,358.75,89055.8193,1623251699999
85,1623251700000,358.89,365.2,358.8,363.55,102081.8505,1623252599999
86,1623252600000,363.69,369.9,362.97,367.43,108923.8038,1623253499999
87,1623253500000,367.42,369.25,365.17,368.26,56568.4121,1623254399999
88,1623254400000,368.32,370.46,362.28,365.93,80879.2763,1623255299999
89,1623255300000,365.96,367.92,365.04,366.3,36310.8071,1623256199999
90,1623256200000,366.3,370.71,365.0,370.39,48305.1,1623257099999
91,1623257100000,370.4,374.4,370.36,372.39,71568.1351,1623257999999
92,1623258000000,372.39,375.54,371.3,375.21,33938.7414,1623258899999
93,1623258900000,375.23,378.77,373.71,374.07,71633.8441,1623259799999
94,1623259800000,374.07,374.54,371.25,372.79,42354.5884,1623260699999
95,1623260700000,372.78,374.3,371.02,373.17,29516.7513,1623261599999
96,1623261600000,373.17,376.5,371.67,372.23,33564.947,1623262499999
97,1623262500000,372.23,372.78,367.54,369.03,39831.2082,1623263399999
98,1623263400000,369.03,369.99,365.05,367.76,48701.4932,1623264299999
99,1623264300000,367.75,370.5,365.94,366.58,30695.8492,1623265199999
100,1623265200000,366.52,369.0,363.1,363.78,37332.2077,1623266099999
101,1623266100000,363.76,367.77,363.0,366.6,22873.3606,1623266999999
102,1623267000000,366.53,368.28,365.74,367.8,16079.6582,1623267899999
103,1623267900000,367.8,368.46,364.6,366.64,24699.768,1623268799999
104,1623268800000,366.64,367.75,365.14,366.75,17594.5331,1623269699999
105,1623269700000,366.74,367.34,364.47,366.06,16960.1972,1623270599999
106,1623270600000,366.04,368.0,364.69,367.13,22506.0217,1623271499999
107,1623271500000,367.13,367.25,365.81,365.81,10640.9147,1623272399999
108,1623272400000,365.81,368.99,365.8,368.09,12577.9964,1623273299999
109,1623273300000,368.08,368.9,365.58,366.81,18470.7995,1623274199999
110,1623274200000,366.81,369.68,366.67,369.09,9803.4776,1623275099999
111,1623275100000,369.15,371.84,369.15,369.91,14809.4624,1623275999999
112,1623276000000,369.88,372.73,369.18,372.59,16282.4891,1623276899999
113,1623276900000,372.6,378.36,372.0,376.26,54962.6842,1623277799999
114,1623277800000,376.25,377.19,373.28,374.34,23342.0416,1623278699999
115,1623278700000,374.34,375.93,373.73,374.63,14756.8787,1623279599999
116,1623279600000,374.66,376.0,372.4,375.24,19769.5922,1623280499999
117,1623280500000,375.23,376.14,374.16,376.0,15546.5079,1623281399999
118,1623281400000,375.99,376.15,374.25,374.44,20182.4586,1623282299999
119,1623282300000,374.43,375.9,373.51,375.54,14643.1172,1623283199999
120,1623283200000,375.56,377.55,370.17,370.36,52735.3272,1623284099999
121,1623284100000,370.36,371.25,367.7,370.2,31096.2433,1623284999999
122,1623285000000,370.17,371.6,368.24,368.93,18100.6564,1623285899999
123,1623285900000,369.0,370.3,367.56,368.19,17536.5065,1623286799999
124,1623286800000,368.25,373.91,368.18,372.94,20962.1658,1623287699999
125,1623287700000,372.93,373.24,371.62,372.48,17045.6834,1623288599999
126,1623288600000,372.48,372.48,369.06,369.88,18327.4569,1623289499999
127,1623289500000,369.85,371.53,368.08,368.21,14988.1112,1623290399999
128,1623290400000,368.27,370.0,366.8,369.14,17439.7767,1623291299999
129,1623291300000,369.14,371.17,368.83,369.18,16055.2121,1623292199999
130,1623292200000,369.19,370.9,368.84,369.54,12593.0,1623293099999
131,1623293100000,369.54,370.65,368.53,370.63,11729.3083,1623293999999
132,1623294000000,370.62,374.58,370.54,374.01,24478.9575,1623294899999
133,1623294900000,374.0,375.4,372.85,373.13,23192.613,1623295799999
134,1623295800000,373.1,373.8,370.55,370.97,13551.8152,1623296699999
135,1623296700000,370.94,371.49,369.33,369.75,14284.9787,1623297599999
136,1623297600000,369.66,372.01,368.78,371.97,16891.6315,1623298499999
137,1623298500000,371.94,372.38,367.77,368.17,19961.5597,1623299399999
138,1623299400000,368.18,368.78,363.57,364.89,37195.8719,1623300299999
139,1623300300000,364.86,366.74,364.0,365.82,15912.2912,1623301199999
140,1623301200000,365.75,367.43,364.35,365.88,20084.3514,1623302099999
141,1623302100000,365.82,366.58,360.12,362.0,31883.8576,1623302999999
142,1623303000000,361.99,364.27,361.21,363.04,19470.9711,1623303899999
143,1623303900000,363.02,364.3,361.05,364.01,20763.4979,1623304799999
144,1623304800000,364.06,364.06,359.76,360.53,27511.7633,1623305699999
145,1623305700000,360.59,363.34,360.02,363.26,20371.2951,1623306599999
146,1623306600000,363.17,365.98,362.6,363.09,31647.757,1623307499999
147,1623307500000,363.09,364.47,361.89,363.3,14713.6439,1623308399999
148,1623308400000,363.3,365.31,361.56,365.07,19328.4271,1623309299999
149,1623309300000,365.11,365.94,363.5,364.41,14485.8237,1623310199999
150,1623310200000,364.4,364.4,362.17,363.37,13929.6191,1623311099999
151,1623311100000,363.37,365.96,363.37,365.52,20095.4725,1623311999999
152,1623312000000,365.52,365.52,362.17,364.69,22458.1961,1623312899999
153,1623312900000,364.67,365.0,363.07,363.65,14474.6803,1623313799999
154,1623313800000,363.67,364.57,355.37,356.76,69290.3316,1623314699999
155,1623314700000,356.76,357.89,354.56,356.37,41385.0319,1623315599999
156,1623315600000,356.33,356.99,353.25,354.48,32671.9606,1623316499999
157,1623316500000,354.48,356.44,354.47,355.33,19382.4164,1623317399999
158,1623317400000,355.33,363.14,354.88,361.99,56686.4007,1623318299999
159,1623318300000,362.0,365.51,361.0,364.41,38777.3287,1623319199999
160,1623319200000,364.41,372.17,363.28,370.27,103233.3213,1623320099999
161,1623320100000,370.26,372.35,369.69,370.7,44612.6675,1623320999999
162,1623321000000,370.71,371.34,369.19,369.38,31126.0462,1623321899999
163,1623321900000,369.29,370.37,366.66,366.94,37667.7525,1623322799999
164,1623322800000,366.94,369.66,366.48,368.21,22632.9936,1623323699999
165,1623323700000,368.32,369.0,366.71,367.06,17628.5659,1623324599999
166,1623324600000,367.04,367.18,365.37,366.43,20392.1168,1623325499999
167,1623325500000,366.43,367.47,365.05,366.16,16620.7308,1623326399999
168,1623326400000,366.15,366.49,363.06,363.72,38105.269,1623327299999
169,1623327300000,363.72,364.34,360.08,361.24,28426.9183,1623328199999
170,1623328200000,361.14,363.38,360.69,362.52,22224.6978,1623329099999
171,1623329100000,362.52,365.4,361.57,361.99,30685.924,1623329999999
172,1623330000000,361.99,362.54,360.6,362.35,20100.5716,1623330899999
173,1623330900000,362.35,362.36,358.76,360.4,26780.6477,1623331799999
174,1623331800000,360.43,362.6,359.31,361.76,19271.6406,1623332699999
175,1623332700000,361.76,365.0,361.66,364.11,24566.6571,1623333599999
176,1623333600000,364.12,366.53,359.14,361.44,43697.6,1623334499999
177,1623334500000,361.38,362.08,357.51,359.1,26935.9798,1623335399999
178,1623335400000,359.11,359.54,356.91,358.55,25201.9834,1623336299999
179,1623336300000,358.48,359.46,355.45,357.97,56659.6274,1623337199999
180,1623337200000,357.98,361.92,356.71,359.9,34622.582,1623338099999
181,1623338100000,359.86,360.77,357.28,357.41,25544.9353,1623338999999
182,1623339000000,357.41,358.55,354.13,354.9,35747.9955,1623339899999
183,1623339900000,354.9,357.45,353.7,357.12,23616.3541,1623340799999
184,1623340800000,357.07,359.17,352.65,354.76,35136.5929,1623341699999
185,1623341700000,354.77,356.22,353.66,354.76,14820.7519,1623342599999
186,1623342600000,354.68,357.81,353.57,356.72,21200.4308,1623343499999
187,1623343500000,356.74,357.2,353.49,353.69,13184.7891,1623344399999
188,1623344400000,353.8,356.24,350.5,351.29,34138.5746,1623345299999
189,1623345300000,351.28,353.02,348.91,349.74,27976.0338,1623346199999
190,1623346200000,349.62,353.97,348.6,350.27,41152.7114,1623347099999
191,1623347100000,350.16,352.79,349.51,351.57,23302.4389,1623347999999
192,1623348000000,351.6,354.38,350.83,353.8,20913.2131,1623348899999
193,1623348900000,353.8,355.62,352.9,354.47,17774.3385,1623349799999
194,1623349800000,354.47,354.64,351.3,353.57,20491.6395,1623350699999
195,1623350700000,353.56,353.78,351.37,353.37,14986.8427,1623351599999
196,1623351600000,353.37,354.55,350.54,351.93,19338.874,1623352499999
197,1623352500000,351.93,351.93,349.39,350.32,19668.2965,1623353399999
198,1623353400000,350.26,352.87,349.68,350.93,15572.6617,1623354299999
199,1623354300000,351.0,352.84,350.14,350.56,13453.4163,1623355199999
200,1623355200000,350.55,351.05,345.65,346.79,36338.6084,1623356099999
201,1623356100000,346.74,348.21,344.13,347.67,36886.0216,1623356999999
202,1623357000000,347.75,348.57,345.03,348.36,26849.7261,1623357899999
203,1623357900000,348.34,352.78,348.34,352.67,29043.2118,1623358799999
204,1623358800000,352.69,352.85,349.52,351.18,38714.3972,1623359699999
205,1623359700000,351.21,353.84,350.53,353.13,19812.9446,1623360599999
206,1623360600000,353.12,354.3,352.48,353.82,11650.3861,1623361499999
207,1623361500000,353.83,353.85,351.85,353.5,13106.5565,1623362399999
208,1623362400000,353.51,355.74,353.18,355.63,14979.7045,1623363299999
209,1623363300000,355.63,356.66,353.91,354.75,13602.6684,1623364199999
210,1623364200000,354.76,355.4,353.25,353.76,15635.4848,1623365099999
211,1623365100000,353.7,355.71,353.7,354.9,12169.6719,1623365999999
212,1623366000000,354.93,356.37,353.99,354.41,13860.7393,1623366899999
213,1623366900000,354.4,354.56,353.37,353.42,12971.9123,1623367799999
214,1623367800000,353.38,355.44,353.38,354.25,15412.5425,1623368699999
215,1623368700000,354.27,354.57,350.85,351.94,14232.8975,1623369599999
216,1623369600000,351.96,356.6,347.0,353.54,50001.8525,1623370499999
217,1623370500000,353.41,355.27,348.53,348.73,27142.7737,1623371399999
218,1623371400000,348.66,349.88,347.12,347.81,22260.6255,1623372299999
219,1623372300000,347.75,348.68,345.37,346.0,18365.2925,1623373199999
220,1623373200000,346.06,348.14,341.79,344.63,49100.6849,1623374099999
221,1623374100000,344.67,345.44,341.22,342.6,23485.9748,1623374999999
222,1623375000000,342.61,346.64,342.61,346.52,24792.9761,1623375899999
223,1623375900000,346.51,348.0,345.92,346.35,21726.2395,1623376799999
224,1623376800000,346.36,348.2,344.21,345.18,18935.2964,1623377699999
225,1623377700000,345.19,346.98,343.62,346.04,16446.4458,1623378599999
226,1623378600000,346.0,348.5,346.0,347.32,15755.7871,1623379499999
227,1623379500000,347.32,350.51,346.71,350.4,21403.6376,1623380399999
228,1623380400000,350.39,355.73,350.16,354.11,39367.5043,1623381299999
229,1623381300000,354.12,355.86,353.09,353.58,22070.1128,1623382199999
230,1623382200000,353.66,354.67,352.52,354.53,21368.2369,1623383099999
231,1623383100000,354.54,356.19,354.02,355.5,20377.5145,1623383999999
232,1623384000000,355.54,357.75,355.31,355.9,20841.1706,1623384899999
233,1623384900000,355.91,356.22,353.94,354.22,15058.6181,1623385799999
234,1623385800000,354.21,357.43,354.16,356.27,18710.475,1623386699999
235,1623386700000,356.27,359.29,355.5,358.66,28230.4031,1623387599999
236,1623387600000,358.66,361.61,358.55,361.59,51536.5295,1623388499999
237,1623388500000,361.59,362.29,358.82,359.01,39937.1255,1623389399999
238,1623389400000,359.07,360.0,357.64,359.36,27041.7703,1623390299999
239,1623390300000,359.36,359.98,356.95,357.04,22474.4709,1623391199999
240,1623391200000,357.04,357.72,353.92,355.67,35935.2676,1623392099999
241,1623392100000,355.67,356.07,353.65,354.01,23114.45,1623392999999
242,1623393000000,354.01,355.33,352.46,353.32,18049.1636,1623393899999
243,1623393900000,353.31,354.5,351.0,351.56,16821.6181,1623394799999
244,1623394800000,351.57,353.03,350.28,351.46,32477.5289,1623395699999
245,1623395700000,351.45,353.96,351.44,353.31,17554.0825,1623396599999
246,1623396600000,353.32,356.0,352.51,354.51,22908.4985,1623397499999
247,1623397500000,354.51,354.99,352.22,354.23,18307.0928,1623398399999
248,1623398400000,354.23,357.0,353.66,354.97,22438.1173,1623399299999
249,1623399300000,354.96,356.5,353.84,356.03,13509.3692,1623400199999
250,1623400200000,356.03,356.56,353.71,354.41,21986.9549,1623401099999
251,1623401100000,354.4,355.33,353.95,354.68,11921.7901,1623401999999
252,1623402000000,354.69,357.77,353.34,357.77,25969.1943,1623402899999
253,1623402900000,357.76,365.0,356.08,364.64,73404.0676,1623403799999
254,1623403800000,364.59,366.28,361.24,361.82,47198.2173,1623404699999
255,1623404700000,361.83,361.92,358.64,359.85,29915.8919,1623405599999
256,1623405600000,359.86,364.93,359.85,362.19,35389.4438,1623406499999
257,1623406500000,362.2,363.45,361.23,362.3,22697.0518,1623407399999
258,1623407400000,362.3,364.32,361.02,364.08,22679.9354,1623408299999
259,1623408300000,364.0,364.03,360.63,362.04,16529.9427,1623409199999
260,1623409200000,362.03,362.91,360.4,361.5,15363.1343,1623410099999
261,1623410100000,361.51,362.95,359.02,360.78,21289.5189,1623410999999
262,1623411000000,360.78,361.31,359.26,360.42,15741.158,1623411899999
263,1623411900000,360.38,360.99,358.61,360.12,16551.4684,1623412799999
264,1623412800000,360.13,361.17,357.79,358.68,23873.013,1623413699999
265,1623413700000,358.68,359.61,357.01,359.44,19367.3282,1623414599999
266,1623414600000,359.4,360.69,358.16,359.12,16266.7597,1623415499999
267,1623415500000,359.06,360.83,358.41,360.03,16224.8843,1623416399999
268,1623416400000,360.04,363.16,360.03,362.36,31163.0735,1623417299999
269,1623417300000,362.36,363.6,361.11,362.85,25107.1318,1623418199999
270,1623418200000,362.87,365.07,361.72,364.22,28778.7728,1623419099999
271,1623419100000,364.21,365.01,362.68,363.09,20532.0669,1623419999999
272,1623420000000,363.12,364.23,361.11,361.65,22120.6164,1623420899999
273,1623420900000,361.73,362.33,360.01,360.19,19696.1864,1623421799999
274,1623421800000,360.2,361.49,358.2,360.18,20384.5135,1623422699999
275,1623422700000,360.18,361.38,359.41,360.11,13320.4648,1623423599999
276,1623423600000,360.1,360.32,356.43,357.74,28567.4079,1623424499999
277,1623424500000,357.75,358.56,355.1,355.96,28255.4068,1623425399999
278,1623425400000,355.88,357.29,355.5,355.95,18350.7489,1623426299999
279,1623426300000,355.97,357.2,354.06,355.18,25810.9357,1623427199999
280,1623427200000,355.18,357.8,354.09,356.74,22727.6965,1623428099999
281,1623428100000,356.75,357.23,353.51,355.08,24219.4905,1623428999999
282,1623429000000,355.07,355.07,351.52,352.67,27990.8722,1623429899999
283,1623429900000,352.66,354.52,352.16,353.1,15760.0609,1623430799999
284,1623430800000,353.13,355.38,352.09,355.29,17883.9,1623431699999
285,1623431700000,355.29,357.25,355.29,355.81,20206.1997,1623432599999
286,1623432600000,355.81,356.92,354.66,356.08,15408.575,1623433499999
287,1623433500000,356.06,357.24,355.47,356.91,14436.332,1623434399999
288,1623434400000,356.9,357.02,354.0,354.19,13345.674,1623435299999
289,1623435300000,354.18,356.14,353.81,354.37,12725.1509,1623436199999
290,1623436200000,354.26,355.96,352.75,353.82,15713.2818,1623437099999
291,1623437100000,353.89,357.3,353.44,356.8,18724.6791,1623437999999
292,1623438000000,356.81,357.28,355.28,355.66,12441.0449,1623438899999
293,1623438900000,355.66,356.79,355.31,356.47,9685.194,1623439799999
294,1623439800000,356.47,356.9,355.17,355.57,15939.3064,1623440699999
295,1623440700000,355.59,355.85,354.4,354.68,12551.5126,1623441599999
296,1623441600000,354.68,356.17,353.12,355.8,16739.0577,1623442499999
297,1623442500000,355.8,356.35,354.0,355.94,13335.0929,1623443399999
298,1623443400000,355.89,356.71,354.97,354.98,12495.6744,1623444299999
299,1623444300000,354.98,355.68,351.56,351.66,19520.9101,1623445199999
300,1623445200000,351.65,352.49,350.0,351.55,24991.6555,1623446099999
301,1623446100000,351.55,351.85,348.12,348.76,19668.7944,1623446999999
302,1623447000000,348.75,348.76,343.78,345.51,33802.9979,1623447899999
303,1623447900000,345.52,346.63,343.85,344.02,21529.9161,1623448799999
304,1623448800000,343.97,346.38,342.23,346.05,36312.6575,1623449699999
305,1623449700000,346.05,349.49,345.21,348.48,37342.0226,1623450599999
306,1623450600000,348.49,349.29,346.61,347.21,15881.6657,1623451499999
307,1623451500000,347.21,348.38,346.4,347.01,12256.2394,1623452399999
308,1623452400000,347.01,347.01,344.11,344.98,20703.1447,1623453299999
309,1623453300000,344.98,345.65,340.84,342.59,27355.6182,1623454199999
310,1623454200000,342.59,345.83,341.4,345.59,22226.9958,1623455099999
311,1623455100000,345.6,347.85,344.44,345.75,19427.5232,1623455999999
312,1623456000000,345.76,346.49,342.22,343.18,27380.0805,1623456899999
313,1623456900000,343.14,343.27,340.39,341.1,21349.7845,1623457799999
314,1623457800000,341.16,343.48,340.0,341.77,25536.696,1623458699999
315,1623458700000,341.78,344.05,340.71,342.11,17119.4524,1623459599999
316,1623459600000,342.1,344.05,340.0,343.78,25141.7846,1623460499999
317,1623460500000,343.77,343.87,337.12,338.33,34635.3443,1623461399999
318,1623461400000,338.29,338.34,333.33,335.09,48214.2378,1623462299999
319,1623462300000,335.12,337.01,332.8,333.64,29506.2817,1623463199999
320,1623463200000,333.64,336.3,331.99,332.65,30120.8109,1623464099999
321,1623464100000,332.62,333.4,326.4,329.5,72201.1698,1623464999999
322,1623465000000,329.51,333.4,327.81,332.77,41864.6264,1623465899999
323,1623465900000,332.96,333.24,327.67,328.64,41988.3423,1623466799999
324,1623466800000,328.64,332.8,327.94,332.04,39329.9356,1623467699999
325,1623467700000,332.04,334.73,331.21,332.37,37215.8736,1623468599999
326,1623468600000,332.35,332.35,328.77,329.98,25335.8619,1623469499999
327,1623469500000,329.98,333.22,327.9,332.26,27784.446,1623470399999
328,1623470400000,332.25,335.05,330.65,333.54,41612.7832,1623471299999
329,1623471300000,333.54,333.58,330.72,331.82,19004.4905,1623472199999
330,1623472200000,331.87,332.34,328.19,328.83,29560.658,1623473099999
331,1623473100000,328.97,331.0,325.3,325.74,53726.5272,1623473999999
332,1623474000000,325.64,329.11,325.47,328.93,33215.6939,1623474899999
333,1623474900000,328.92,331.47,327.65,330.57,24362.485,1623475799999
334,1623475800000,330.58,332.47,328.83,329.82,20263.0445,1623476699999
335,1623476700000,329.77,330.35,327.04,329.47,20395.9928,1623477599999
336,1623477600000,329.46,331.74,328.45,331.51,20221.0616,1623478499999
337,1623478500000,331.54,332.42,329.82,331.6,18241.9077,1623479399999
338,1623479400000,331.59,331.59,329.23,330.25,14019.3294,1623480299999
339,1623480300000,330.26,333.47,330.21,333.45,18817.2764,1623481199999
340,1623481200000,333.46,337.0,333.44,335.05,38036.0293,1623482099999
341,1623482100000,335.04,335.68,334.03,334.49,18582.323,1623482999999
342,1623483000000,334.44,337.03,334.44,336.41,20324.6103,1623483899999
343,1623483900000,336.39,336.44,334.0,334.71,21288.7233,1623484799999
344,1623484800000,334.69,335.92,332.81,335.67,24674.8172,1623485699999
345,1623485700000,335.7,335.73,333.74,333.93,14557.4412,1623486599999
346,1623486600000,333.93,334.4,332.35,332.95,16671.661,1623487499999
347,1623487500000,332.96,332.97,330.51,331.61,17024.7683,1623488399999
348,1623488400000,331.62,334.14,330.74,333.47,21401.6639,1623489299999
349,1623489300000,333.47,335.06,332.7,333.25,16532.3179,1623490199999
350,1623490200000,333.21,333.45,331.03,332.06,16310.1362,1623491099999
351,1623491100000,332.05,333.33,331.11,333.17,17806.0919,1623491999999
352,1623492000000,333.14,334.26,329.0,329.6,23120.0033,1623492899999
353,1623492900000,329.61,332.35,327.67,331.85,39185.7615,1623493799999
354,1623493800000,331.92,339.73,331.88,338.22,60793.0133,1623494699999
355,1623494700000,338.22,339.93,337.75,338.31,25398.1098,1623495599999
356,1623495600000,338.3,338.75,336.35,336.77,16681.1128,1623496499999
357,1623496500000,336.96,337.27,335.28,335.32,16721.6519,1623497399999
358,1623497400000,335.4,337.21,335.32,336.49,11451.6394,1623498299999
359,1623498300000,336.47,338.62,336.47,338.05,12130.1426,1623499199999
360,1623499200000,338.12,341.95,336.87,341.0,18735.3339,1623500099999
361,1623500100000,341.0,343.99,340.25,343.05,24093.8379,1623500999999
362,1623501000000,343.04,347.43,343.0,345.72,54599.0332,1623501899999
363,1623501900000,345.72,346.25,343.56,344.32,28388.0201,1623502799999
364,1623502800000,344.35,345.28,342.29,343.01,24875.2986,1623503699999
365,1623503700000,342.97,343.8,341.87,342.26,18351.2619,1623504599999
366,1623504600000,342.23,344.5,342.23,344.24,16516.6899,1623505499999
367,1623505500000,344.25,346.0,344.18,344.72,16860.5857,1623506399999
368,1623506400000,344.7,345.29,341.62,342.59,24177.5094,1623507299999
369,1623507300000,342.59,343.67,339.61,341.37,21516.4097,1623508199999
370,1623508200000,341.35,342.35,340.42,340.72,12492.9686,1623509099999
371,1623509100000,340.72,342.47,340.72,341.24,9925.8073,1623509999999
372,1623510000000,341.24,343.63,340.18,340.43,22684.5026,1623510899999
373,1623510900000,340.44,340.65,337.87,339.62,25855.8985,1623511799999
374,1623511800000,339.63,341.5,339.63,339.77,12951.9634,1623512699999
375,1623512700000,339.79,341.4,338.77,341.01,27143.6558,1623513599999
376,1623513600000,341.02,343.44,339.72,340.76,20335.6352,1623514499999
377,1623514500000,340.76,341.88,339.46,340.73,15798.2194,1623515399999
378,1623515400000,340.7,341.93,340.4,340.55,14080.0349,1623516299999
379,1623516300000,340.54,342.58,340.5,342.12,16941.1409,1623517199999
380,1623517200000,342.12,343.41,341.51,343.1,13704.8953,1623518099999
381,1623518100000,343.09,343.79,341.83,343.27,15351.8728,1623518999999
382,1623519000000,343.27,346.85,343.06,346.59,30061.7485,1623519899999
383,1623519900000,346.6,346.81,344.86,345.24,13551.7554,1623520799999
384,1623520800000,345.24,347.93,345.0,347.23,17777.3025,1623521699999
385,1623521700000,347.23,347.69,345.73,346.13,10379.9929,1623522599999
386,1623522600000,346.12,347.84,345.56,347.76,12807.8757,1623523499999
387,1623523500000,347.76,348.5,346.87,346.92,16650.8973,1623524399999
